Postcode,Total,Males,Females,Occupied_Households,Number of connections, Average Speed/Mbps , Median Speed/Mbps , Maximum Speed/Mbps
MK455ER,30,16,14,11,12,7.1,7.5,10.3
MK455ES,30,18,12,12,8,3.8,3.6,5.7
MK455ET,4,2,2,2,<3,N/A,N/A,N/A
MK455EW,25,11,14,14,11,22.8,9.6,>=30
MK455EX,32,18,14,12,10,20.7,3.2,>=30
MK455EY,15,9,6,4,3,4.7,4.6,5.3
MK455EZ,18,9,9,10,7,2.9,3.1,4.1
MK455FA,3,1,2,2,8,20.7,8.5,>=30
MK455FB,15,6,9,5,6,15.3,7,>=30
MK455FD,11,6,5,8,7,10.3,10.5,12.5
MK455GB,14,7,7,8,7,17.1,5.8,>=30
MK455GD,12,5,7,5,3,7.6,4.8,14.9
MK455HA,44,18,26,19,20,10,2.4,>=30
MK455HB,61,25,36,27,23,11.9,3.1,>=30
MK455HD,40,19,21,16,13,6.9,2.7,>=30
MK455HE,55,34,21,22,18,18.2,3.3,>=30
MK455HF,46,24,22,19,14,16.8,3.2,>=30
MK455HG,107,53,54,44,36,11.4,2.7,>=30
MK455HH,17,8,9,6,10,7.8,2.3,>=30
MK455HJ,5,3,2,2,<3,N/A,N/A,N/A
MK455HL,50,27,23,14,12,19.8,3.6,>=30
MK455HN,89,43,46,35,25,4.7,2.3,>=30
MK455HP,16,8,8,7,8,12.3,3.3,>=30
MK455HQ,13,5,8,5,4,1.9,1.8,3.2
MK455HR,11,6,5,5,3,1.9,2.3,2.8
MK455HS,13,4,9,10,5,19.8,3.4,>=30
MK455HT,9,3,6,3,2,N/A,N/A,N/A
MK455HW,28,17,11,13,9,15.1,2,>=30
MK455JA,72,32,40,32,28,>=30,>=30,>=30
MK455JB,24,12,12,11,10,16.1,15.3,>=30
MK455JD,74,36,38,30,27,21.9,7.8,>=30
MK455JE,3,1,2,3,1,N/A,N/A,N/A
MK455JF,6,4,2,2,<3,N/A,N/A,N/A
MK455JG,74,37,37,31,27,>=30,20,>=30
MK455JH,11,6,5,5,3,>=30,>=30,>=30
MK455JJ,11,6,5,3,2,N/A,N/A,N/A
MK455JL,87,42,45,39,32,19.6,6.2,>=30
MK455JN,33,17,16,13,7,>=30,20,>=30
MK455JP,12,6,6,4,5,15.6,7.2,>=30
MK455JQ,15,7,8,7,7,>=30,>=30,>=30
MK455JS,22,9,13,7,7,16.7,7.6,>=30
MK455JT,85,45,40,28,27,>=30,>=30,>=30
MK455JU,23,9,14,9,10,22.5,8.1,>=30
MK455JW,80,38,42,31,27,15.2,4.9,>=30
MK455JX,10,6,4,5,5,11.9,9.1,20
MK455JY,71,35,36,28,23,20.7,5.9,>=30
MK455JZ,97,49,48,32,33,>=30,20,>=30
MK455LA,108,52,56,40,37,20.5,6.2,>=30
MK455LB,98,47,51,32,32,26.8,20,>=30
MK455LD,86,46,40,32,35,25.2,20,>=30
MK455LE,16,8,8,6,6,>=30,19.5,>=30
MK455LF,72,34,38,28,33,>=30,20,>=30
MK455LG,52,26,26,19,12,>=30,20,>=30
MK455LH,71,42,29,23,17,26.3,20,>=30
MK455LJ,50,25,25,16,15,>=30,>=30,>=30
MK455LL,137,73,64,49,47,28.7,>=30,>=30
MK455LP,16,10,6,5,5,22.7,6.1,>=30
MK455LQ,124,60,64,46,34,>=30,20,>=30
MK455LR,16,11,5,5,6,18.1,20,>=30
MK455LS,29,13,16,11,10,24,20,>=30
MK455LT,11,5,6,4,4,12.1,6.5,>=30
MK455LU,12,7,5,9,3,8.2,8.6,9.6
MK455LW,43,23,20,14,12,>=30,>=30,>=30
MK455LX,11,8,3,0,0,N/A,N/A,N/A
MK455NA,32,18,14,13,13,26.8,>=30,>=30
